Hash,Ply,GamePly,FEN,HasCastled,Eval,Result
3353313D24E0D030,38,117,r4rk1/1p3p1p/3ppnpQ/p1p2q2/2Pn4/P1NP1BP1/1P2PPKP/1R2R3 w - - 0 20,3,73,0.5
40843A7B28550C7F,154,205,8/8/p7/P4k2/8/8/8/1K6 w - - 0 78,3,29,0.5
C8CF0924E9EEF04D,65,118,3r1rk1/6bp/pR3pp1/2pN4/P1P1P1b1/2B1R3/5P1P/6K1 b - - 0 33,3,255,1.0
747A3423CC9E8FA4,101,116,7R/4r3/8/PP1k4/4p3/8/7P/6K1 b - - 0 51,3,446,1.0
1B11854BD9A9B59B,31,55,r1b1k2r/1p2bppp/8/p2p4/P2P4/R4N2/1P3PPP/2B1R1K1 b kq - 1 16,1,40,0.5
685D5166A886D841,38,113,r4rk1/1b1q1ppp/pp3b2/3p4/nP1N4/B5P1/P2QPPBP/2RR2K1 w - - 0 20,3,63,1.0
AFE47A96278F78D2,45,116,3n2rr/p1p1kp2/1p1pb3/7p/PP1PP1nN/2P5/3NB3/2K2R1R b - b3 0 23,1,14,1.0
BEB0E71103263F5E,66,163,6k1/5p1b/5p2/R4P2/1p4Pp/4PK1P/P1r1B3/8 w - - 0 34,2,268,1.0
B24F35FF270F9412,38,122,4r1k1/1pp2ppp/1b4q1/pP1Pr3/4N3/2P2Q2/1P2RPPP/R5K1 w - - 3 20,3,130,1.0
06AD8953409B1C6F,104,117,8/8/3b1Bp1/3k1p2/5p2/1P1K3P/6P1/8 w - - 3 53,3,55,0.5
4F50792E03D58905,56,165,8/5pbk/p2q2pp/2pB4/2Pn1P2/P2Q2PP/3Br3/1R4K1 w - - 2 29,3,-17,0.5
5885FD3AD5F1CCA5,20,96,r1q1k2r/p1pp1pp1/bp2pn1p/n7/Q1PPP3/P1P1BP2/6PP/R3KBNR w KQkq - 2 11,0,37,0.5
706ACA8F0BB69186,43,166,r3qrk1/pp4b1/2p1n2p/3p4/6QP/2P3B1/PP2N1P1/2KR3R b - - 0 22,3,-71,0.5
840F91E76B8580ED,89,109,3B2k1/p7/P1Nb1r2/2p1p2p/3pK3/3P2P1/1P6/8 b - - 3 45,3,-243,0.0
3CFEA8519D73CD0E,56,108,8/2p1k2p/pr2p1p1/1r6/7P/2P3P1/RP2RPK1/8 w - - 0 29,1,53,0.5
41F3FB2A676338BC,258,327,8/4k3/8/7P/5KP1/2B5/2b5/8 w - - 31 130,3,509,0.5
3F95DEB7BEBBB0D8,24,96,r2q1rk1/pp3ppp/5n2/2bp4/3Nn3/2P2N2/PP3PPP/R1BQ1RK1 w - - 1 13,3,-36,0.5
99728BFC7C311297,30,117,r3k2r/3nbp1p/p1p1p1pB/1p1pP3/q2P4/P1P3QP/2P1BPP1/1R3RK1 w kq - 1 16,1,32,0.5
9BBBC6D3BF71ED8C,80,111,6r1/1k2P1b1/ppp3q1/5p2/PPP1nPnB/3N3R/4N3/5K1Q w - - 1 41,2,22,0.5
9D6CEE4AE00F549F,261,394,8/4R1b1/8/p1rB4/P1P5/3K2k1/8/8 b - - 66 131,1,351,0.5
BF22F8AF9086CB53,186,371,8/6k1/4q1bp/Q5p1/8/5BP1/5PK1/8 w - - 22 94,1,150,0.5
27BD591BCE06E540,184,209,6R1/8/8/8/4k3/1r6/5PK1/8 w - - 75 93,3,210,0.5
071B67705B4540A6,78,154,r1b1r1k1/5qp1/1p1p1p2/pPpPn1b1/2P1PNPp/1P5P/1B2QRBK/5R2 w - - 18 40,3,28,0.0
5503DDC4F2D18D9C,40,120,r5k1/2qnbppp/2p1b3/p1Pp4/Q2N3P/4B3/Pr2BPP1/2R2RK1 w - - 0 21,3,-22,0.0
BB394D23F5927DAA,86,111,R7/2r3k1/P5p1/7p/4p3/4N3/5PKP/r7 w - h6 0 44,3,-223,1.0
484219DD50A8D93A,25,113,r2q1rk1/pppn1pbp/4b3/3p2p1/NP1P4/4PN2/P3BPPP/R2Q1RK1 b - - 1 13,3,10,1.0
344E0972582C34D7,82,139,8/1K3pk1/3b2p1/3P3p/3N3r/1P2PR2/8/8 w - - 0 42,3,319,1.0
2939CB4CCDFE0C37,35,122,4r3/pp1b1pbk/nq1p2pp/2pP3n/2P5/P1NBBN1P/1P3PP1/1RQ3K1 b - - 8 18,3,121,0.5
DC27DF0F5FD794FB,53,132,5k2/pp6/1n2pn1p/3p2q1/2pP4/P4B1P/1PQ1NPP1/6K1 b - - 4 27,3,-8,0.5
E4EEAA2CAB1135A3,58,95,2R5/5ppk/3p3p/q3pP2/4P3/P7/6PP/2R3K1 w - - 1 30,3,-17,0.5
73BAA9E74B20C2CB,42,139,2r3k1/1p2ppb1/p2pb3/4n1pp/3BP3/P4P1P/2P1B1P1/2KR3R w - - 0 22,3,24,0.5
18CDE3CE3551B6A5,120,145,7k/1P3pp1/7p/1q3PP1/7P/5Q1K/8/8 w - - 1 61,3,502,1.0
DAB1F9D1AAA08588,84,138,8/8/4p3/2r1k1n1/R1B1ppP1/8/5K2/8 w - - 6 43,3,-546,0.0
551B212F2ADA74DB,88,263,8/5pk1/4p1p1/4P2p/r2P3P/1R3KP1/5P2/8 w - - 10 45,1,136,0.5
99EE25F1572EE72B,21,93,r1bq1rk1/pp1nppbp/2p3p1/8/2BPN3/2P2N2/PPQ2PPP/R4RK1 b - - 4 11,3,-19,0.5
40D504AEB0A448EE,25,96,r2qrbk1/pb1n1ppp/1p1ppn2/8/3P4/2PB1N1P/PP1NQPPB/R3R1K1 b - - 6 13,3,33,1.0
F2C5B710D53C8D3A,30,94,r2q1r1k/pp2bppp/2p5/3nPN2/8/3Q4/PP3PPP/R1B2RK1 w - - 1 16,3,53,0.0
746AD7A218B285F7,79,120,r7/4qp1k/p1Pp2rp/3Pp3/1pN1P3/1P4PP/2Q4K/6R1 b - - 2 40,3,-37,0.5
051ADF61FE30BF6E,148,257,8/8/5N1k/2R2p2/3n2p1/6P1/r7/6K1 w - - 3 75,3,-267,0.5
4AAA37275341F44F,59,109,6k1/p5p1/2q1p2p/8/bQ2n3/4B2P/P3KPP1/7R b - - 5 30,2,0,0.0
BAE3715854540D90,38,173,r1b2rk1/1p2p1bp/1P3np1/5p2/pp1N1B2/6P1/PP2PPBP/3R1RK1 w - - 0 20,3,129,1.0
E7596F42AB730B67,65,126,2k5/1pb4r/p1p1p3/2B1Pp2/P1P2Kp1/6P1/1P3P2/3R4 b - a3 0 33,3,-12,0.0
B0D97B18646E735F,73,116,r5k1/3r1pp1/2p1q2p/p1P1p3/Pp1bP3/1R1PB2P/2Q2PPK/1R6 b - - 17 37,3,-233,0.0
75641EC660C29CAB,107,123,5B2/7p/5bp1/3k1p2/3p1P1P/3P1KP1/8/8 b - - 8 54,3,11,0.5
18820690F95F7EE6,90,101,6k1/2p1q3/2PpN3/3r4/4Q2P/8/6PK/8 w - - 0 46,3,40,0.5
BD3B3518A478A1A7,25,78,r1bq1rk1/pp3ppp/n1p1p3/P2n4/8/RQ3NP1/1B1PPPBP/2R3K1 b - - 4 13,3,101,0.0
1D3E7321B8683BA7,56,118,2r3k1/1q3ppp/p3pb2/8/Pp1NbP2/1P2P2P/1B3RP1/1Q4K1 w - - 0 29,3,-233,0.0
79BD77DDFAE1E9AC,125,525,8/1p2k3/2p1p2r/p4pp1/PbBP4/1P2P2P/5PK1/3R4 b - - 53 63,3,-123,0.5
74E80A8A3D70230C,31,70,2q1r1k1/p1p1nppp/1rp5/3pP3/3P2b1/1P2Q3/P2N1PPP/R1R1N1K1 b - - 2 16,3,105,0.5
3265CF8DC2155273,47,79,q1r3k1/4pp1p/3pn1p1/2r3P1/4P2P/1P2Q3/PP2N3/1K1R3R b - h3 0 24,3,26,1.0
424D0D11AB12A64B,27,68,2r1kb1r/p1qp1ppp/bp2p1n1/4P3/2P1QP2/P1N1B3/1P4PP/3RKB1R b Kk f3 0 14,0,-24,0.5
EBAE96620DEF6901,51,69,4r1k1/3q1p1n/pn1p2pQ/2pPr3/2P5/P6P/3N1PP1/1R1B1RK1 b - - 6 26,3,173,1.0
A85273A95E8C03B5,101,133,8/7k/1Bq4p/P4rp1/r3P1R1/3Q2P1/5P1K/8 b - - 5 51,3,4,0.0
7C24D586321D5E87,86,98,6k1/1b2rp2/3p2p1/1Q5p/1P2P2P/4N1P1/q4PBK/8 w - - 0 44,3,-73,0.0
CE0ED7822D0CF61E,65,181,8/1pkb1p2/1rp1p1p1/4P2p/P1K1BP2/1P4P1/3R3P/8 b - - 2 33,1,187,1.0
6389143FED9F4BE3,21,182,r1b2rk1/pp2bppp/1qn1pn2/3pP3/5P2/2NB1N2/PPP3PP/R1BQ1R1K b - - 2 11,3,-30,0.0
CEB5EC05F0C69036,39,85,rn3kr1/p2q1pp1/1p2p2p/3pP3/3N1Q1P/3P2R1/P4PP1/4RK2 b - - 0 20,0,-41,0.5
8C7AB281CD0E4A6F,71,116,1n1b2qk/1R6/p3p2r/1p6/3PB2P/1P2P1P1/6Q1/6K1 b - - 4 36,3,58,0.0
631E3B6385C5473C,117,128,7k/4Q3/p6p/1pp5/6r1/7K/5P1P/8 b - - 2 59,1,665,1.0
1376BFA921898EB6,168,212,1k6/4P3/8/6K1/8/4r3/7p/R7 w - - 2 85,3,38,0.5
4DBD9B17AE78E9C8,29,105,1r2k2r/pp2npbp/1q1p2p1/8/N2pPPQ1/4B1P1/PP4BP/R4RK1 b k - 0 15,1,146,1.0
9C3DFFF86EFC599E,59,73,1k1r4/pB3p1p/6p1/1pN5/8/2n5/P4PPP/4R1K1 b - - 0 30,3,223,1.0
357A0B06562E0728,22,133,r1bq1rk1/2p1ppbp/ppn2np1/8/3P4/N1PB1N1P/PP3PP1/R1BQ1RK1 w - - 0 12,3,96,0.5
2514478E199107F5,112,151,1R6/4r3/pP6/8/5pk1/1R5p/6bP/2K5 w - - 12 57,0,244,1.0
9DD5B6CD9BF6E7E1,83,144,8/2kr1p2/1p1Np1p1/p1p1P1Pp/1r3R1P/4RK2/8/8 b - - 7 42,2,-209,0.0
8515EB5FF26BF145,80,106,8/8/p3p2p/1p1n2p1/1P6/P1k2PP1/5K1P/3B4 w - - 1 41,3,-289,0.0
AF3A2D5A9DC89084,131,195,8/8/3K1kP1/p7/P4N2/6P1/3b4/8 b - - 6 66,3,217,0.5
1D0028C30DC0DBFD,97,139,3r4/5p2/1p1p1Ppk/1P1P4/BB3K1P/8/8/8 b - - 0 49,3,280,1.0
F23BB0636A7922B0,16,116,r1bqk2r/pp3ppp/2pp1n2/4p3/2BbP3/2NP4/PPP2PPP/R1BQ1RK1 w kq - 0 9,1,-50,0.5
BA6922724E62872E,92,120,8/1R6/p1p5/P4pk1/1PR5/2P5/2rr1PK1/8 w - - 1 47,3,4,0.5
9A5EE53E673D85DE,83,257,7R/1kp5/pp6/6b1/P2n4/2N2b2/1PPR4/2K5 b - - 14 42,3,240,1.0
F8881DBB3FD09E1C,84,165,1q4k1/5rpn/4N2r/2Bp1PQb/1pn5/1N1B4/PPP5/1K2R3 w - - 15 43,3,380,1.0
4DDAF1571E704A88,46,164,2rr1bk1/1bq2p1p/6p1/pQ1p4/2pP4/P1R1PN2/4BPPP/R5K1 w - - 1 24,3,-126,0.5
F7E35F86931E23D1,43,101,4qrk1/1npb1pp1/3p3p/1p1Pp3/1P2Pn2/rBN2N1P/P4PP1/2R1RQK1 b - - 8 22,3,10,1.0
F50751F24F663103,37,90,r1q2rk1/4ppb1/1p2bnpp/p1p5/P2PP3/2B2NP1/1P2QPBP/R1R3K1 b - - 0 19,3,63,1.0
04F71236B9DE4AB6,15,81,rn1qk2r/pb1pbppp/1p2pn2/6B1/3P4/2PB1N2/PP1N1PPP/R2QK2R b KQkq - 0 8,0,26,1.0
4D47A6E853320395,156,167,8/8/7p/1P6/7K/5QP1/2k3P1/8 w - - 9 79,3,3131,1.0
D7A3E1E7F2CAEEDE,92,133,8/7p/5kp1/R3p3/P1P1P2r/8/3K4/8 w - - 0 47,3,6,0.5
571AC0F9868887C0,53,173,2rr2k1/p4pp1/4p2p/2P1B2P/1P3P1b/P2pR3/6P1/3R2K1 b - - 2 27,3,145,1.0
9FFA503014AEBE65,40,131,5b1r/2k2pp1/p1p1p1n1/8/2N3Pp/2P5/P4PKP/1RB5 w - - 3 21,1,-46,1.0
CB9EEF799A0DDC4B,51,115,5r1k/p5p1/2R2b1p/3p4/5B2/3P2P1/n1P2PBP/6K1 b - - 0 26,3,315,1.0
FAAF9B6D5F6335F7,61,100,r1b5/1p3nk1/2p2qp1/3p1p1p/p2P3P/P1QN1PP1/1P4K1/4RB2 b - - 2 31,3,-8,0.5
F3B7FA26FFC03A7E,164,291,8/8/8/3k2r1/1p1p4/pP4PR/P1P5/3K4 w - - 1 83,3,-1,0.5
DC8D499BFF35A58D,131,142,8/1n5R/1P2k3/7p/p5pP/2B2bP1/8/6K1 b - - 4 66,3,407,1.0
8820A3CA040763B5,46,112,2r3k1/4ppb1/p1Pp2pp/q7/2P5/3QBNP1/P4P1P/6K1 w - - 1 24,3,-415,0.5
AC5A937C6076EC30,69,104,1r5k/7p/1q2b1p1/1r1pP3/5P2/3Q4/5PBP/R3R1K1 b - - 0 35,3,92,0.5
0439C40FE6BED39F,81,214,5k2/5pr1/7p/p3r2B/8/1PP2Q2/8/K7 b - - 3 41,1,442,1.0
ADDF8F78D180475A,68,123,1k6/1ppb2p1/2p2pP1/p7/4Pp2/3P1N1r/PPPK1PR1/8 w - - 1 35,3,28,0.0
5D39E1D8508EC95A,52,126,4rbk1/p1p2r2/1pq1n1p1/P2p3p/3B3P/5PN1/1PPQ3P/R2K1R2 w - - 1 27,0,-158,0.0
DBCBE75C709FC6F3,107,172,8/4k3/1p3p2/1r2p3/7R/2K5/6PP/8 b - - 0 54,2,-253,0.0
A925E3DA27098628,61,160,6k1/p1p3r1/1pn1bB1q/2p1Pp1p/2P5/1PQ2P2/P4RP1/1B4K1 b - - 5 31,3,96,0.0
DC0E672EFEC60074,46,155,2r3k1/pq2bppp/1p2pn2/8/2Nr4/1P3PP1/P3QNKP/R3R3 w - - 0 24,3,-163,0.5
773CB26D2F980721,49,242,r2q1rk1/2p4p/b4pp1/4p3/Rp6/1P1P1QN1/1P3PPP/R5K1 b - - 1 25,3,-8,0.5
0809E5E235F7E5FE,148,288,5k2/2n3p1/2p1p2p/r1PpPr1P/1p1K1P2/1P2B3/P1R4R/8 w - - 62 75,3,-19,0.0
73B23EF46E45BC2D,135,328,1r2b2k/1r4p1/5p1p/2Q1p3/1P6/5P1P/6P1/1R4K1 b - - 34 68,3,248,0.5
F209942F82B6A2F0,69,104,3r2k1/6p1/2p2p2/8/2P1r3/1Q5P/3q1PP1/2R2RK1 b - - 0 35,3,75,0.5
D05EE5CA3D883917,67,84,6k1/3n1pp1/2p1pn1p/3q3P/1r1P4/3R2N1/5PP1/1B1Q2K1 b - - 2 34,3,-231,0.0
30F45687A77C07EA,73,85,3r2k1/3Pb1p1/p1p1R2p/6q1/2Q5/7P/1B4P1/7K b - - 5 37,3,331,1.0
E1A9B90C339BC6A1,70,137,8/1p2n2p/p3kpp1/3r4/5P2/P1BP3P/1P1K1P2/7R w - - 14 36,3,26,0.5
AD930F3CAC9972F1,86,114,8/2b5/2p1k3/p2p2p1/P2P2P1/2PK4/8/N7 w - - 3 44,1,10,0.0
7BCA81F1F1462885,32,75,3r1rk1/1pqnbppp/p3p3/P2n3b/2NP4/1Q3NP1/1P1B1PBP/R3R1K1 w - - 3 17,3,61,1.0
5314C321F4CEACBC,73,152,6k1/1q2brp1/3p1n1p/2p1p3/4P1P1/1PN5/P3Q2P/1KBR4 b - - 0 37,3,26,1.0
81447FA1382CC9E2,40,164,3r1r1k/ppq3pp/3pbn2/4p3/2Pn4/1PNBNP2/P2Q2PP/2RR3K w - - 7 21,3,63,0.5
8BCB98CF12A03BFB,60,115,1r3k2/2r1bpp1/R1p3np/1p2p3/4P3/2P1BP2/1PB2P1P/R4K2 w - - 8 31,3,207,1.0
DE4D8977AF5273AA,70,141,7k/3rNnbp/p2Bp1p1/1p2Pp2/6P1/5K1P/PP2PP2/2R5 w - - 2 36,3,383,1.0
8DD187A217B48741,62,109,8/2p2bB1/2k3pp/p1p5/1p4Pb/P3KP2/1PPN4/8 w - - 0 32,2,-105,0.5
6793E0EA7A598E8E,116,131,8/P7/BK6/2P5/3r2p1/7k/3b4/8 w - - 0 59,3,845,1.0
C30F012EC31B00B5,67,131,2r4r/2P1pk2/2R2bp1/4p2p/4P3/2B5/2P1K3/1R6 b - - 2 34,0,15,1.0
C519213454C81088,131,170,6K1/kp6/p1p5/8/8/1P4R1/q7/8 b - - 1 66,3,-1188,0.0
F17511CD3CB72B67,323,400,8/6k1/6p1/6B1/r6P/6KN/5P2/8 b - - 60 162,3,346,0.5
A0A68F53D38338AA,59,122,2q5/1p3pk1/2b2npp/3p4/1Q1P4/3NP2P/4BPP1/6K1 b - - 0 30,3,108,0.5
00C810014860B039,89,146,8/5Rpk/7p/6r1/4R3/5P1K/6r1/8 b - - 9 45,0,-181,0.0
B9CD50014DBFADF4,205,216,8/5RK1/4k3/8/2q5/8/8/8 b - - 29 103,3,-859,0.0
2DEAB17A79F09409,74,131,2r1r1k1/5p1p/1B2q1p1/3Rb2n/2B1P3/3Q2PP/5P2/1R4K1 w - - 5 38,3,334,1.0
A7D61C102A493167,28,104,2kr2r1/ppn1ppbp/2p3p1/8/3q4/2NP4/PPP1QPPP/R1B1R1K1 w - - 1 15,3,23,1.0
39D186E6276DB947,74,134,6nk/Qp4p1/2p4p/5rN1/4p2P/P2r4/BPR2P1q/2R1K3 w - - 0 38,3,3,0.0
9AE69F9B2734FD9B,98,113,8/p2k4/1p4Q1/2bp4/3q4/6P1/P4P2/6K1 w - - 4 50,3,-588,0.0
C23DB1EC204D656D,25,95,rnbr2k1/pp3ppp/4pn2/8/1P3N2/P1N2B2/2P2PPP/R3K2R b KQ - 0 13,2,4,0.5
55373D1F4325B588,66,82,r3r3/2Q2pk1/p5pN/1p1b2P1/6P1/P7/1PP5/5K2 w - - 1 34,3,25,0.5
AC2373698B44EFEF,70,114,8/kr4pp/p2bpp2/8/2pP4/1rP1RNP1/2K2PP1/4R3 w - - 2 36,3,79,0.5
EE880886130D035D,348,393,8/1B6/5r2/7p/8/1k5p/4R2K/8 w - - 36 175,3,75,0.5
3A5F50CCB4C6AEBC,92,191,2k4r/2p2p2/1p6/p1p1b1P1/P1P1N1KP/1P2R3/2r5/4B3 w - - 0 47,3,-60,0.5
75BFDC1E3E50A124,50,140,r3r1k1/2pbqpp1/1p1p1n1p/p1n2B2/P1P1P3/1PQ2PP1/1B5P/R2R1NK1 w - - 7 26,3,94,1.0
C6CCABD6A3479138,26,156,r2qr1k1/pb3ppp/1p1p1n2/2pPn3/P1P5/2Q2P2/1P2NKPP/R1B2B1R w - - 3 14,2,-9,0.5
22439F5AA857B4E2,52,119,8/1ppq2k1/2nbp3/p2n1r2/3PQ3/P5PP/5PB1/R3R1K1 w - - 0 27,3,-11,0.0
E71359BF115CFB19,34,130,2rq1r2/1p2pp1k/4bnpp/pB1p4/P2Qn3/1P2PN1P/2P1NPP1/2RR2K1 w - - 4 18,3,110,0.0
69CC7C8F1F53E44C,36,143,r1b1r1k1/1p3ppp/p1nb3q/3p4/4n3/PP2PN1P/1BBNQPP1/1R1R2K1 w - - 5 19,3,85,1.0
5B06F39AC615F7D7,56,112,r1b5/1p3k2/p3pbp1/2p1p3/P1B1PP2/1PN5/1PK5/3R4 w - - 0 29,3,-73,1.0
7CAD4F80902A7FFA,51,190,2qrr1k1/p4pb1/np4p1/1N4np/Q1PPpN2/P3P1PP/3B2K1/3R1R2 b - - 0 26,3,-93,1.0
D25C202215BC3D46,22,88,rn1q1rk1/1p3ppp/p3b3/2bnp3/8/2N3N1/PPP1BPPP/R1BQ1R1K w - - 0 12,3,-9,0.5
D42BA9047FB38F0A,65,151,8/5R2/4p2p/1p1nP1pk/r7/P7/2N2PPK/8 b - - 1 33,3,-158,0.5
BD103C536581EABF,49,75,r1r5/4p1k1/3p1pp1/1q5p/1P2PQ2/P5R1/5P1P/5RK1 b - - 1 25,3,-181,1.0
21438917C65534E9,121,141,1R6/5bP1/k7/5P2/3p4/2P5/3K4/8 b - - 0 61,3,1503,1.0
55B7301677BE6325,27,151,r4rk1/1ppb1ppp/p2bpn2/n5Bq/3P4/2N2NP1/PPQ1PPBP/R2R2K1 b - - 10 14,3,68,1.0
835055006D554FBE,37,136,r3q2k/1ppb2pp/3pprn1/2P4n/pB1PPp2/P2B1P2/1P1QN1PP/2R2RK1 b - - 0 19,3,118,0.0
2D36C066AF61BE29,44,120,2rr2k1/pbq2ppn/1p2p2p/1B2N2P/3PP2Q/8/P4PP1/3RR1K1 w - - 8 23,3,-48,0.5
7BDACB20813078DA,94,361,8/4p1k1/3p1pp1/3Pb2p/1q2P2P/3B1QP1/r1P2PK1/5R2 w - - 8 48,3,-25,0.5
962C75B0774B6D21,215,266,8/8/4b1p1/3k3p/3B3P/2PK1P2/8/8 b - - 23 108,3,138,0.0
24EBC55E1D52DBFF,234,338,8/B7/p7/1k6/7r/K7/1P6/1N6 w - - 87 118,3,125,0.5
2A25EFDD1BCB18B1,82,120,8/8/4pk2/1R3p2/1pr5/6P1/P4K2/8 w - - 12 42,3,-239,0.0
C3F3843FC2108791,172,183,8/5P2/8/6K1/6P1/2Q5/7p/1k5q w - - 14 87,3,1776,1.0
2953BEA13DCE9E70,143,154,8/8/2B5/1n2p3/3k4/pK6/8/8 b - - 5 72,3,-266,0.0
146E172A563D787E,66,124,r3n1k1/5p1p/b2p2pB/3PP3/3p1P2/7P/3N2PK/4R3 w - - 0 34,3,256,0.5
0630E5CC02737B0F,12,75,r1bqkbnr/1p3pp1/p1n1p2p/2ppP3/3P1P2/2PB4/PP4PP/RNBQK1NR w KQkq - 1 7,0,14,1.0
87F870DB5DAD2577,144,200,8/8/2r5/5k2/PK2N3/6Rb/6p1/8 w - - 4 73,3,8,0.5
FAAA6B4464A41A8E,80,148,2r3k1/3R2p1/2n1p2p/2p1P2P/2P1K1P1/2PP4/2r5/4R3 w - - 5 41,3,-243,0.0
DC12B3F236481773,117,159,Q7/6pk/8/7p/3p4/KP6/5p1P/8 b - - 0 59,3,-89,0.5
10D9963A7E1DC048,54,184,6k1/2rn2p1/ppq1bp1p/3np3/1P2N3/P2BPPB1/1Q4PP/4R1K1 w - - 0 28,3,9,0.0
552ED3F9AC392EF0,91,112,3r4/4q3/2R1P1k1/2p1p1b1/2P1PpP1/1PQ5/2B2P1r/4BK2 b - - 6 46,3,-18,0.0
BADDD9FD413C3E2C,28,53,3r2k1/pp2ppbp/1q2bnp1/2n5/Q7/2N2NPP/PP2PPB1/R1B3K1 w - - 0 15,3,-58,1.0
13A7CBB2A4AC4401,26,61,1rbqnrk1/1p3pbp/p2p2p1/P1pPn3/5B2/2N1P3/1P1NBPPP/R2Q1RK1 w - - 3 14,3,66,1.0
9BF42C21492803E9,84,115,3kr3/8/p1np2r1/1p2p2p/2P1N2P/1P4P1/P4R1K/5R2 w - - 0 43,3,181,1.0
BAFCDB8977F298DC,42,125,rr4k1/4npp1/q1n1p2p/pp1pP2P/3P2P1/P1B2N2/1P1Q1PK1/2R1R3 w - - 2 22,3,59,0.0
8D7F3D3761B728CA,177,212,3r4/6k1/7p/6pP/4BnP1/4KP2/1R6/8 b - - 32 89,3,176,0.5
56F2D063B1538453,64,152,8/1b3k2/p6p/1p1p2p1/5q2/PBP2P2/1P5P/4BR1K w - - 1 33,3,-301,0.0
4F43014FA46F1541,21,46,r2q1rk1/1pp1n1pp/p1pbbp2/8/2NQP3/4BN2/PPP2PPP/3R1RK1 b - - 7 11,3,-29,0.5
8E39BA82F65A4EC8,16,239,rnbq1rk1/ppp2ppp/3b4/8/2BP1pn1/5N2/PPP3PP/RNBQ1RK1 w - - 0 9,3,-133,0.5
7C161BFA82F664EB,194,214,1k6/8/1pPp4/6p1/p1B4p/7P/5KP1/8 w - - 1 98,3,31,1.0
DB4FEA7F2DC93003,20,195,r2qk2r/pp1n1pp1/2pb1n1p/3p4/3P3B/3QPN2/PP3PPP/RN3RK1 w kq - 3 11,1,-5,1.0
6578E15065A7F472,103,189,3b4/1kn2p2/2b3p1/B6p/1P3P2/P2K2P1/2R4P/8 b - - 8 52,3,110,1.0
970C5902EAAEF464,189,217,8/8/1b5p/p4B1P/1p6/1P2p3/2P1K3/1k6 b - - 55 95,3,-169,0.5
C7BDE082A8DE93E2,142,163,5b2/7Q/K1Bkp3/8/1r3P2/8/8/8 w - - 7 72,1,1238,1.0
CF5580859A9FD328,72,184,8/5kpp/1p6/2p1B3/2r3P1/6K1/PP3PP1/8 w - - 0 37,3,-254,0.5
27BEC9581EA18D22,65,128,8/1ppq2k1/3r1pp1/p2n1p1p/3P4/PB3N1P/1P2R3/4Q1K1 b - - 1 33,3,11,1.0
E11171A66B1773C5,136,222,2r5/1q2bpk1/p3p1p1/P1p1P2r/2PpbPNp/BP5P/2P1Q1P1/3R1R1K w - - 67 69,1,87,0.0
2700B81659B8397A,88,137,5b2/4rPr1/p1kNp1R1/2p1P2p/8/PPK5/7P/5R2 w - - 5 45,1,484,1.0
5BC9D73123DC450B,123,165,8/6k1/5p2/1p1Q2p1/2p4p/P5qP/1P1RK3/8 b - - 2 62,3,219,1.0
